Crash Year,Crash Month,Crash Day,Time of Day,Day of Week,City or Township,Crash: Motorway,Crash: Hit-and-Run,Lighting Conditions,Weather Conditions (2021+),Speed Limit at Crash Site,Worst Injury in Crash,Party Type,Person Age,Person Gender
2021,October,28,10:00 PM - 11:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Cloudy,30,Fatal injury (K),Motor vehicle driver,30,Male
2021,October,28,10:00 PM - 11:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Cloudy,30,Fatal injury (K),Motor vehicle driver,54,Male
2021,October,28,10:00 PM - 11:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Cloudy,30,Fatal injury (K),Motor vehicle driver,28,Female
2021,November,28,7:00 PM - 8:00 PM,Monday,United Kingdom: Ecorse,Motorway crash,Not hit-and-run,Dark lighted,Rain,35,Suspected serious injury (A),Motor vehicle driver,56,Male
2021,November,28,6:00 PM - 7:00 PM,Monday,United Kingdom: Greater Manchester,Non motorway crash,Not hit-and-run,Dark unlighted,Rain,40,No injury (O),Motor vehicle driver,41,Male
2021,November,28,7:00 PM - 8:00 PM,Monday,United Kingdom: Derby,Motorway crash,Not hit-and-run,Dark lighted,Rain,25,Suspected minor injury (B),Motor vehicle driver,52,Female
2021,December,28,6:00 PM - 7:00 PM,Wednesday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dark lighted,Clear,40,Possible injury (C),Motor vehicle driver,48,Female
2021,December,28,6:00 PM - 7:00 PM,Wednesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Clear,35,Suspected minor injury (B),Motor vehicle driver,28,Female
2021,January,29,8:00 PM - 9:00 PM,Friday,United Kingdom: Westland,Non motorway crash,Not hit-and-run,Dark lighted,Clear,35,Fatal injury (K),Motor vehicle driver,33,Female
2021,February,29,7:00 PM - 8:00 PM,Monday,United Kingdom: Wolverhampton Heights,Non motorway crash,Not hit-and-run,Dark lighted,Cloudy,40,No injury (O),Motor vehicle driver,26,Female
2021,February,29,5:00 PM - 6:00 PM,Monday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,27,Female
2021,March,29,7:00 PM - 8:00 PM,Tuesday,United Kingdom: Canterbury Twp.,Non motorway crash,Not hit-and-run,Daylight,Clear,45,No injury (O),Motor vehicle driver,51,Male
2021,March,29,4:00 PM - 5:00 PM,Tuesday,United Kingdom: Highland Park,Non motorway crash,Hit-and-run,Daylight,Clear,35,No injury (O),Motor vehicle driver,28,Female
2021,April,29,9:00 PM - 10:00 PM,Friday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark lighted,Clear,25,Possible injury (C),Motor vehicle driver,28,Male
2021,May,29,4:00 PM - 5:00 PM,Sunday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Clear,35,No injury (O),Motor vehicle driver,28,Female
2021,May,29,12:00 midnight - 1:00 AM,Sunday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dark lighted,Clear,30,Fatal injury (K),Motor vehicle driver,25,Female
2021,May,29,12:00 midnight - 1:00 AM,Sunday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dark lighted,Clear,30,Fatal injury (K),Motor vehicle driver,51,Male
2021,May,29,1:00 AM - 2:00 AM,Sunday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,28,Male
2021,June,29,11:00 PM - 12:00 midnight,Wednesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark lighted,Clear,Female,Possible injury (C),Motor vehicle driver,42,Male
2021,June,29,4:00 PM - 5:00 PM,Wednesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Clear,25,No injury (O),Motor vehicle driver,28,Female
2021,June,29,3:00 AM - 4:00 AM,Wednesday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark lighted,Clear,35,Suspected minor injury (B),Motor vehicle driver,28,Female
2021,August,29,4:00 PM - 5:00 PM,Monday,United Kingdom: Melvindale,Non motorway crash,Not hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,20,Female
2021,September,29,8:00 PM - 9:00 PM,Thursday,United Kingdom: Wolverhampton,Non motorway crash,Not hit-and-run,Daylight,Clear,35,No injury (O),Motor vehicle driver,24,Male
2021,October,29,6:00 PM - 7:00 PM,Saturday,United Kingdom: Westland,Non motorway crash,Not hit-and-run,Dark lighted,Cloudy,40,Fatal injury (K),Motor vehicle driver,69,Female
2021,November,29,5:00 PM - 6:00 PM,Tuesday,United Kingdom: Cambridge,Non motorway crash,Not hit-and-run,Dark lighted,Cloudy,70,Fatal injury (K),Motor vehicle driver,65,Female
2021,November,29,2:00 PM - 3:00 PM,Tuesday,United Kingdom: Wolverhampton,Non motorway crash,Not hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,85,Male
2021,December,29,3:00 PM - 4:00 PM,Thursday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Clear,40,No injury (O),Motor vehicle driver,71,Male
2021,December,29,3:00 PM - 4:00 PM,Thursday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Daylight,Clear,25,No injury (O),Motor vehicle driver,28,Female
2021,January,30,2:00 PM - 3:00 PM,Saturday,United Kingdom: Canterbury Twp.,Motorway crash,Not hit-and-run,Daylight,Clear,45,Possible injury (C),Motor vehicle driver,42,Female
2021,January,30,7:00 PM - 8:00 PM,Saturday,United Kingdom: Cambridge,Non motorway crash,Not hit-and-run,Dark lighted,Clear,25,Possible injury (C),Motor vehicle driver,29,Male
2021,January,30,2:00 PM - 3:00 PM,Saturday,United Kingdom: Wolverhampton,Non motorway crash,Not hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,68,Female
2021,April,30,12:00 midnight - 1:00 AM,Saturday,United Kingdom: Westland,Motorway crash,Not hit-and-run,Dark lighted,Clear,40,Suspected serious injury (A),Motor vehicle driver,24,Male
2021,April,30,5:00 PM - 6:00 PM,Saturday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Rain,30,Suspected serious injury (A),Motor vehicle driver,25,Female
2021,May,30,9:00 PM - 10:00 PM,Monday,United Kingdom: Wolverhampton,Non motorway crash,Not hit-and-run,Dark unlighted,Clear,35,Possible injury (C),Motor vehicle driver,48,Male
2021,May,30,9:00 AM - 10:00 AM,Monday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Clear,30,No injury (O),Motor vehicle driver,62,Male
2021,May,30,1:00 AM - 2:00 AM,Monday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark lighted,Clear,30,No injury (O),Motor vehicle driver,28,Female
2021,July,30,10:00 AM - 11:00 AM,Saturday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Cloudy,Female,Suspected serious injury (A),Motor vehicle driver,25,Female
2021,July,30,1:00 PM - 2:00 PM,Saturday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Rain,25,Possible injury (C),Motor vehicle driver,28,Female
2021,July,30,7:00 PM - 8:00 PM,Saturday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,28,Male
2021,August,30,5:00 PM - 6:00 PM,Tuesday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Cloudy,25,No injury (O),Motor vehicle driver,44,Female
2021,September,30,7:00 AM - 8:00 AM,Friday,United Kingdom: Wolverhampton Heights,Non motorway crash,Hit-and-run,Dark lighted,Rain,35,Possible injury (C),Motor vehicle driver,28,Female
2021,September,30,2:00 PM - 3:00 PM,Friday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Rain,35,Possible injury (C),Motor vehicle driver,27,Male
2021,September,30,4:00 PM - 5:00 PM,Friday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Rain,30,Possible injury (C),Motor vehicle driver,28,Male
2021,September,30,11:00 PM - 12:00 midnight,Friday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dark lighted,Rain,30,Possible injury (C),Motor vehicle driver,28,Female
2021,September,30,7:00 PM - 8:00 PM,Friday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dark unlighted,Rain,30,Fatal injury (K),Motor vehicle driver,40,Male
2021,September,30,5:00 PM - 6:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Rain,25,Suspected minor injury (B),Motor vehicle driver,28,Female
2021,November,30,7:00 PM - 8:00 PM,Wednesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark lighted,Clear,55,Fatal injury (K),Motor vehicle driver,59,Male
2021,December,30,8:00 PM - 9:00 PM,Friday,United Kingdom: Dewsbury,Non motorway crash,Hit-and-run,Dark unlighted,Clear,25,Suspected serious injury (A),Motor vehicle driver,28,Female
2021,January,31,12:00 midnight - 1:00 AM,Sunday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark lighted,Clear,30,Possible injury (C),Motor vehicle driver,28,Female
2021,March,31,6:00 AM - 7:00 AM,Thursday,United Kingdom: Sheffield,Non motorway crash,Not hit-and-run,Dark unlighted,Rain,40,Suspected serious injury (A),Motor vehicle driver,51,Male
2021,March,31,8:00 AM - 9:00 AM,Thursday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark lighted,Rain,30,Fatal injury (K),Motor vehicle driver,28,Female
2021,May,31,7:00 PM - 8:00 PM,Tuesday,United Kingdom: Dewsbury,Non motorway crash,Hit-and-run,Daylight,Clear,25,No injury (O),Motor vehicle driver,28,Female
2021,July,31,8:00 PM - 9:00 PM,Sunday,United Kingdom: Wolverhampton,Non motorway crash,Not hit-and-run,Daylight,Rain,25,Possible injury (C),Motor vehicle driver,44,Female
2021,August,31,5:00 PM - 6:00 PM,Wednesday,United Kingdom: Sheffield,Motorway crash,Not hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,63,Male
2021,August,31,7:00 PM - 8:00 PM,Wednesday,United Kingdom: Lincoln Park,Motorway crash,Not hit-and-run,Daylight,Clear,40,Suspected minor injury (B),Motor vehicle driver,35,Female
2021,December,31,5:00 PM - 6:00 PM,Saturday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark lighted,Clear,40,No injury (O),Motor vehicle driver,26,Female
2021,December,31,6:00 PM - 7:00 PM,Saturday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark unlighted,Clear,45,Suspected minor injury (B),Motor vehicle driver,28,Female
2020,January,1,9:00 AM - 10:00 AM,Thursday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,30,Fatal injury (K),Motor vehicle driver,23,Male
2020,March,1,10:00 PM - 11:00 PM,Sunday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark unlighted,Female,25,Possible injury (C),Motor vehicle driver,28,Male
2020,May,1,9:00 PM - 10:00 PM,Friday,United Kingdom: Solihull,Non motorway crash,Not hit-and-run,Dusk,Female,25,Suspected minor injury (B),Motor vehicle driver,51,Male
2020,May,1,9:00 PM - 10:00 PM,Friday,United Kingdom: Solihull,Non motorway crash,Not hit-and-run,Dusk,Female,25,Suspected minor injury (B),Motor vehicle driver,28,Female
2020,May,1,10:00 PM - 11:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,30,Possible injury (C),Motor vehicle driver,28,Female
2020,June,1,5:00 PM - 6:00 PM,Monday,United Kingdom: Wolverhampton,Motorway crash,Hit-and-run,Other / unknown,Female,25,Suspected minor injury (B),Motor vehicle driver,28,Female
2020,June,1,3:00 PM - 4:00 PM,Monday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,25,Suspected minor injury (B),Motor vehicle driver,26,Female
2020,July,1,11:00 AM - 12:00 noon,Wednesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,25,Fatal injury (K),Motor vehicle driver,40,Male
2020,July,1,11:00 AM - 12:00 noon,Wednesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,25,Fatal injury (K),Motor vehicle driver,28,Female
2020,August,1,8:00 PM - 9:00 PM,Saturday,United Kingdom: Wolverhampton,Non motorway crash,Not hit-and-run,Daylight,Female,25,Suspected serious injury (A),Motor vehicle driver,38,Male
2020,August,1,8:00 PM - 9:00 PM,Saturday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,31,Female
2020,August,1,6:00 AM - 7:00 AM,Saturday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,Female,Possible injury (C),Motor vehicle driver,28,Female
2020,October,1,3:00 PM - 4:00 PM,Thursday,United Kingdom: Highland Park,Non motorway crash,Not hit-and-run,Daylight,Female,30,Fatal injury (K),Motor vehicle driver,78,Male
2020,November,1,4:00 PM - 5:00 PM,Sunday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,30,Fatal injury (K),Motor vehicle driver,36,Male
2020,November,1,1:00 AM - 2:00 AM,Sunday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,30,Fatal injury (K),Motor vehicle driver,28,Female
2020,November,1,5:00 PM - 6:00 PM,Sunday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,30,Possible injury (C),Motor vehicle driver,28,Female
2020,January,2,8:00 PM - 9:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark lighted,Female,35,Suspected serious injury (A),Motor vehicle driver,20,Male
2020,January,2,6:00 PM - 7:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark lighted,Female,30,Possible injury (C),Motor vehicle driver,20,Female
2020,March,2,3:00 PM - 4:00 PM,Monday,United Kingdom: Plymouth,Motorway crash,Not hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,38,Female
2020,March,2,6:00 PM - 7:00 PM,Monday,United Kingdom: Wolverhampton,Motorway crash,Hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,28,Male
2020,March,2,5:00 PM - 6:00 PM,Monday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark unlighted,Female,35,Possible injury (C),Motor vehicle driver,70,Male
2020,March,2,8:00 AM - 9:00 AM,Monday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,30,No injury (O),Motor vehicle driver,54,Male
2020,March,2,3:00 PM - 4:00 PM,Monday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,30,Possible injury (C),Motor vehicle driver,28,Female
2020,March,2,1:00 AM - 2:00 AM,Monday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark unlighted,Female,25,Suspected minor injury (B),Motor vehicle driver,28,Female
2020,April,2,2:00 PM - 3:00 PM,Thursday,United Kingdom: Wolverhampton,Motorway crash,Not hit-and-run,Daylight,Female,35,Possible injury (C),Motor vehicle driver,51,Female
2020,April,2,11:00 PM - 12:00 midnight,Thursday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark unlighted,Female,30,Suspected serious injury (A),Motor vehicle driver,36,Female
2020,May,2,5:00 PM - 6:00 PM,Saturday,United Kingdom: Thursk,Non motorway crash,Not hit-and-run,Daylight,Female,25,Suspected minor injury (B),Motor vehicle driver,42,Male
2020,May,2,5:00 PM - 6:00 PM,Saturday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,30,Possible injury (C),Motor vehicle driver,31,Female
2020,May,2,5:00 PM - 6:00 PM,Saturday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,30,Possible injury (C),Motor vehicle driver,33,Male
2020,May,2,5:00 PM - 6:00 PM,Saturday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,30,Possible injury (C),Motor vehicle driver,34,Female
2020,May,2,5:00 PM - 6:00 PM,Saturday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,30,Possible injury (C),Motor vehicle driver,58,Male
2020,June,2,12:00 noon - 1:00 PM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,30,Suspected minor injury (B),Motor vehicle driver,50,Female
2020,June,2,12:00 midnight - 1:00 AM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark lighted,Female,30,Suspected serious injury (A),Motor vehicle driver,30,Male
2020,June,2,12:00 midnight - 1:00 AM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark lighted,Female,30,Suspected serious injury (A),Motor vehicle driver,28,Male
2020,June,2,12:00 midnight - 1:00 AM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark lighted,Female,30,Suspected serious injury (A),Motor vehicle driver,28,Female
2020,June,2,6:00 PM - 7:00 PM,Tuesday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,45,Fatal injury (K),Motor vehicle driver,54,Male
2020,August,2,6:00 PM - 7:00 PM,Sunday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Daylight,Female,30,Suspected minor injury (B),Motor vehicle driver,28,Female
2020,August,2,4:00 AM - 5:00 AM,Sunday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark lighted,Female,30,Fatal injury (K),Motor vehicle driver,27,Male
2020,August,2,5:00 AM - 6:00 AM,Sunday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark lighted,Female,30,Suspected minor injury (B),Motor vehicle driver,29,Female
2020,August,2,5:00 AM - 6:00 AM,Sunday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark lighted,Female,30,Suspected minor injury (B),Motor vehicle driver,28,Female
2020,September,2,5:00 PM - 6:00 PM,Wednesday,United Kingdom: Dewsbury,Motorway crash,Not hit-and-run,Daylight,Female,40,Possible injury (C),Motor vehicle driver,48,Female
2020,September,2,8:00 AM - 9:00 AM,Wednesday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,35,Possible injury (C),Motor vehicle driver,91,Male
2020,September,2,7:00 PM - 8:00 PM,Wednesday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Daylight,Female,Female,Possible injury (C),Motor vehicle driver,28,Male
2020,September,2,11:00 PM - 12:00 midnight,Wednesday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark lighted,Female,35,Fatal injury (K),Motor vehicle driver,28,Female
2020,October,2,10:00 AM - 11:00 AM,Friday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,30,Possible injury (C),Motor vehicle driver,21,Male
2020,November,2,8:00 AM - 9:00 AM,Monday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,25,No injury (O),Motor vehicle driver,28,Female
2020,December,2,6:00 PM - 7:00 PM,Wednesday,United Kingdom: Brownstown Twp.,Non motorway crash,Hit-and-run,Dark lighted,Female,15,Suspected minor injury (B),Motor vehicle driver,28,Female
2020,December,2,7:00 PM - 8:00 PM,Wednesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dusk,Female,35,Possible injury (C),Motor vehicle driver,28,Male
2020,December,2,7:00 AM - 8:00 AM,Wednesday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,Female,No injury (O),Motor vehicle driver,35,Female
2020,December,2,3:00 PM - 4:00 PM,Wednesday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,25,No injury (O),Motor vehicle driver,52,Male
2020,December,2,6:00 PM - 7:00 PM,Wednesday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dark unlighted,Female,25,Suspected minor injury (B),Motor vehicle driver,37,Female
2020,January,3,6:00 PM - 7:00 PM,Saturday,United Kingdom: Highland Park,Motorway crash,Not hit-and-run,Dark unlighted,Female,25,Suspected serious injury (A),Motor vehicle driver,68,Male
2020,January,3,5:00 PM - 6:00 PM,Saturday,United Kingdom: Westland,Motorway crash,Not hit-and-run,Dark lighted,Female,45,Fatal injury (K),Motor vehicle driver,55,Female
2020,January,3,9:00 PM - 10:00 PM,Saturday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,35,Possible injury (C),Motor vehicle driver,28,Male
2020,January,3,12:00 midnight - 1:00 AM,Saturday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark unlighted,Female,35,Fatal injury (K),Motor vehicle driver,28,Female
2020,February,3,2:00 PM - 3:00 PM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,30,Possible injury (C),Motor vehicle driver,40,Female
2020,February,3,6:00 PM - 7:00 PM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dusk,Female,25,Possible injury (C),Motor vehicle driver,28,Female
2020,February,3,8:00 PM - 9:00 PM,Tuesday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dusk,Female,Female,No injury (O),Motor vehicle driver,28,Female
2020,March,3,9:00 PM - 10:00 PM,Tuesday,United Kingdom: Wolverhampton Heights,Motorway crash,Not hit-and-run,Dark lighted,Female,45,Suspected minor injury (B),Motor vehicle driver,27,Female
2020,March,3,7:00 AM - 8:00 AM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,32,Female
2020,March,3,7:00 PM - 8:00 PM,Tuesday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dark unlighted,Female,30,No injury (O),Motor vehicle driver,28,Female
2020,March,3,12:00 midnight - 1:00 AM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,25,Possible injury (C),Motor vehicle driver,28,Female
2020,March,3,7:00 PM - 8:00 PM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,30,Suspected serious injury (A),Motor vehicle driver,28,Female
2020,March,3,5:00 AM - 6:00 AM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark unlighted,Female,25,Fatal injury (K),Motor vehicle driver,28,Female
2020,April,3,4:00 PM - 5:00 PM,Friday,United Kingdom: Wolverhampton,Motorway crash,Not hit-and-run,Daylight,Female,25,Suspected minor injury (B),Motor vehicle driver,95,Male
2020,April,3,8:00 AM - 9:00 AM,Friday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Daylight,Female,30,Possible injury (C),Motor vehicle driver,28,Female
2020,May,3,2:00 AM - 3:00 AM,Sunday,United Kingdom: Wolverhampton,Non motorway crash,Not hit-and-run,Dark lighted,Female,25,Suspected serious injury (A),Motor vehicle driver,43,Male
2020,June,3,7:00 AM - 8:00 AM,Wednesday,United Kingdom: Bradford,Motorway crash,Not hit-and-run,Daylight,Female,40,Suspected minor injury (B),Motor vehicle driver,26,Female
2020,June,3,9:00 AM - 10:00 AM,Wednesday,United Kingdom: Wolverhampton,Non motorway crash,Not hit-and-run,Daylight,Female,35,Suspected serious injury (A),Motor vehicle driver,63,Male
2020,June,3,4:00 PM - 5:00 PM,Wednesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,31,Female
2020,June,3,8:00 PM - 9:00 PM,Wednesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,42,Female
2020,June,3,9:00 PM - 10:00 PM,Wednesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,25,Possible injury (C),Motor vehicle driver,28,Female
2020,June,3,11:00 AM - 12:00 noon,Wednesday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Daylight,Female,30,Possible injury (C),Motor vehicle driver,28,Male
2020,July,3,3:00 PM - 4:00 PM,Friday,United Kingdom: Brownstown Twp.,Non motorway crash,Not hit-and-run,Daylight,Female,50,Suspected minor injury (B),Motor vehicle driver,22,Female
2020,July,3,12:00 midnight - 1:00 AM,Friday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark unlighted,Female,35,Suspected minor injury (B),Motor vehicle driver,49,Male
2020,July,3,3:00 PM - 4:00 PM,Friday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,25,Suspected minor injury (B),Motor vehicle driver,48,Male
2020,July,3,9:00 PM - 10:00 PM,Friday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dusk,Female,35,Fatal injury (K),Motor vehicle driver,29,Female
2020,August,3,2:00 PM - 3:00 PM,Monday,United Kingdom: Lincoln Park,Non motorway crash,Not hit-and-run,Daylight,Female,40,No injury (O),Motor vehicle driver,28,Female
2020,September,3,3:00 AM - 4:00 AM,Thursday,United Kingdom: Gibraltar,Non motorway crash,Hit-and-run,Dark unlighted,Female,45,Suspected minor injury (B),Motor vehicle driver,28,Female
2020,September,3,6:00 PM - 7:00 PM,Thursday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,15,Possible injury (C),Motor vehicle driver,17,Female
2020,September,3,10:00 PM - 11:00 PM,Thursday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dark lighted,Female,25,Possible injury (C),Motor vehicle driver,23,Female
2020,September,3,7:00 PM - 8:00 PM,Thursday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark lighted,Female,35,Possible injury (C),Motor vehicle driver,28,Female
2020,October,3,8:00 PM - 9:00 PM,Saturday,United Kingdom: Plymouth Twp.,Motorway crash,Hit-and-run,Dark lighted,Female,45,Suspected serious injury (A),Motor vehicle driver,28,Female
2020,October,3,1:00 PM - 2:00 PM,Saturday,United Kingdom: Highland Park,Motorway crash,Not hit-and-run,Daylight,Female,30,No injury (O),Motor vehicle driver,67,Male
2020,October,3,5:00 PM - 6:00 PM,Saturday,United Kingdom: Dewsbury,Non motorway crash,Not hit-and-run,Daylight,Female,45,Suspected serious injury (A),Motor vehicle driver,29,Male
2020,November,3,5:00 PM - 6:00 PM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,35,Suspected serious injury (A),Motor vehicle driver,56,Male
2020,December,3,6:00 PM - 7:00 PM,Thursday,United Kingdom: Wayne,Non motorway crash,Hit-and-run,Dusk,Female,45,Possible injury (C),Motor vehicle driver,28,Female
2020,January,4,11:00 AM - 12:00 noon,Sunday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,30,No injury (O),Motor vehicle driver,43,Female
2020,January,4,6:00 PM - 7:00 PM,Sunday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,30,Suspected minor injury (B),Motor vehicle driver,28,Female
2020,February,4,7:00 AM - 8:00 AM,Wednesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dawn,Female,35,No injury (O),Motor vehicle driver,28,Female
2020,February,4,1:00 PM - 2:00 PM,Wednesday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Daylight,Female,Female,Suspected minor injury (B),Motor vehicle driver,28,Female
2020,March,4,7:00 AM - 8:00 AM,Wednesday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,35,Possible injury (C),Motor vehicle driver,53,Male
2020,April,4,11:00 PM - 12:00 midnight,Saturday,United Kingdom: Luton,Non motorway crash,Not hit-and-run,Dark lighted,Female,25,Possible injury (C),Motor vehicle driver,43,Female
